review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
RY5FIUAQLLPZ,5,0,0,N,Y
RLPSB46IR5XB7,1,3,29,N,Y
R8G7CXTSGFMB8,2,2,18,N,Y
R2G22B0LHIE1JW,5,9,9,N,Y
RHTFXWA6SB27T,5,6,6,N,Y
R3Q10QUXV0PZVJ,5,1,1,N,Y
RJ8C67MVSCK9E,1,2,2,N,N
R1HY9TPY0BCNL4,5,0,0,N,Y
R3TFBNZI0DTZAO,5,0,0,N,N
R1KCUNCM0J1KUI,3,1,1,N,Y
RV5LYFW17NDXC,3,0,0,N,Y
R3O7EMC4RK40Y4,1,1,1,N,Y
R17QMFAO1GKPD5,1,0,0,N,N
R2ZNB5FUUI3LEN,5,0,0,N,Y
R1ADQ4GGDE6O85,5,1,2,N,Y
R1M7XI3QIMO4BW,5,2,2,N,Y
R1AQUQY1S46XHC,4,0,0,N,N
R25EOKBN6SCIHW,3,0,0,N,Y
R24EPNBR4IDGD6,3,0,0,N,Y
RTY2HG8O0T3ZI,5,0,0,N,Y
R1II9C8C0NE36G,3,0,0,N,Y
R1NDXPJBW63QA,1,0,0,N,Y
R1QDE8P96NEVVC,5,5,7,N,N
R2I675JE64OFU1,1,0,0,N,Y
R1CYEI318FFX8Y,5,0,0,N,Y
RPLN1GQDO4YLT,5,0,0,N,Y
R2S2AZRH8J2NME,4,0,0,N,Y
RHO5G9OBFAOTP,3,0,0,N,Y
R33B90GEYUVYE1,4,0,0,N,N
RG7JG44V4CS8Q,5,1,1,N,Y
R3FXYJZGCNXS9E,5,0,0,N,Y
R20ZDFTREX6NPF,5,2,3,N,N
R3O6X8P74BQY28,5,1,1,N,Y
R2JCNX18PDAILF,2,0,0,N,Y
RCBLNOBX9DTXQ,5,1,2,N,Y
R3CK5823ZND6YS,5,0,0,N,N
R2EJ22T0ZGRT3E,5,1,1,N,Y
R3ISLPTJEKLLEJ,1,0,0,N,Y
R1DSZNX9NU3BEE,4,0,0,N,Y
R19HRTVAQ86YMQ,5,0,0,N,Y
R145ZK8KS0FWIL,4,0,0,N,Y
R3I8LQ0AFHVLC0,4,0,2,N,Y
R1FG0EWCZIZ53L,4,0,0,N,Y
R10ALUKVYW07I1,4,0,0,N,N
R3W1D2GFXKPH16,2,2,5,N,Y
R644VFONK3KQG,5,0,0,N,Y
R1DXDEOPSVE0C2,5,1,1,N,N
R3JUHHZHVQREKZ,5,0,0,N,Y
R1PU5838QC9ASH,1,0,0,N,Y
R1U50TU2KYRNZ6,3,1,1,N,Y
R2JWAKKZGEZ9OL,5,1,1,N,Y
R2FP5J06USTIMJ,4,0,0,N,Y
RRPZSZE7BBO5U,5,1,1,N,Y
R2V8OAAID9SS3Z,2,2,17,N,N
R1AWPEWR786WY3,5,0,0,N,N
R2PGGASF3HZH6D,1,2,2,N,N
R1TRWJZCN61SNQ,1,0,0,N,Y
R2W0O0H5WJQEWQ,5,0,0,N,N
R3Y89JM99YWY1,5,1,1,N,Y
R2XSLXLBGO4XOP,1,1,1,N,Y
R2TOWJCMR3H6U4,5,0,0,N,N
R37VTHQY62XQYF,5,1,1,N,Y
R3KUJCCN8SA3V0,3,0,0,N,Y
ROUCISFD0AIE9,4,2,4,N,Y
R3RHG7BTEEFDHR,5,2,2,N,Y
R2F42Z1G24Y2AI,5,0,0,N,Y
R1K2ILPQ8B9JC4,4,0,0,N,Y
R5D0SX3SFIX8B,5,0,0,N,Y
R2G96BDJN1NFLF,5,9,12,N,N
R3MJEFD795PGZY,5,0,0,N,Y
R158EX6Q2MP5G6,5,0,0,N,Y
R3922TXK07OHG1,3,2,5,N,N
R3T5LKVP14VAOH,5,1,1,N,Y
R258AX3668K1OH,5,0,1,N,Y
RZ1O0TS2PEVZA,5,1,1,N,Y
R3H69FUO0KCX54,5,0,0,N,Y
R1DHMOJ5I2C4LH,3,0,0,N,Y
R1J1A93FN9ZNM8,1,0,0,N,Y
R3TEABX3LLBID6,3,3,3,N,Y
R175296NBUNTEZ,4,0,0,N,Y
R2Q8SWWI6LZ5LM,5,2,2,N,Y
R19UARP3FJNSTY,4,2,2,N,Y
RGO181KHMLUS0,5,0,0,N,Y
R17KV8X98T2JGQ,5,0,0,N,Y
R10RCCB24QCEM,5,0,0,N,Y
R1O6GOJE2WVDPI,3,0,1,N,Y
R1GKG41BOBLSAJ,5,0,0,N,Y
R1UVSJU27S49H5,5,1,1,N,Y
R21P7YDINRFXWP,5,0,0,N,Y
R2FW8WJL2CTPRG,5,1,2,N,Y
R87KJ0GN7REWN,5,0,0,N,Y
R3KC0RLR22BPSG,1,4,5,N,N
R1RWBMZ2BT9AR8,5,1,1,N,Y
R3KAHI5PCQ9ZC,5,0,0,N,Y
RDSEKZL2AECSY,5,0,0,N,Y
R24JJDNN76732H,5,0,0,N,Y
R31OI9P4VUWRMZ,5,0,0,N,Y
REYTZCTV4WC20,5,0,0,N,Y
R3U6LR7FT09OGF,5,0,0,N,Y
R2ISKUTMCUAGNB,3,0,0,N,Y
R2MP456P9Z3CM7,1,17,22,N,Y
RNWM67ZWP8TD8,2,0,1,N,Y
RC0S7HJS1ARB0,5,0,0,N,Y
R3KNVXX33OG0RA,1,0,2,N,Y
R3R4RIZI3FXC0M,1,1,2,N,Y
RQH07HKOU76QG,5,1,1,N,Y
R2X0YU1E90Q635,5,1,1,N,Y
R2XRE6YB16RWVD,5,1,1,N,Y
RDV1336SO5LZV,4,0,0,N,Y
R1O2U7XEAX8AL6,5,1,1,N,Y
R3OAW369K1DDKX,3,0,1,N,N
R25ONRCDRU0K1B,5,0,0,N,Y
R12DCX9Y12HI6R,5,0,0,N,Y
RQ3YZQGCB4BH5,1,4,5,N,Y
R3KU6ZCASVDVDE,4,2,2,N,N
R3T39CQ7GCCEKX,5,0,0,N,Y
R150YURS3QYRX4,5,2,4,N,Y
R1FVUOEH53L003,1,10,12,N,N
R3377WCZI8JUXP,1,0,0,N,Y
RWESV9KUZ8POH,2,0,1,N,Y
R15JJJCZRYZJ82,5,0,0,N,Y
RTDZUNYFBVDQQ,5,2,3,N,Y
R1SPHNTDW6A4WR,5,3,4,N,Y
R1AW436GISGM6W,2,6,8,N,Y
R2LU9ESWNLIMLG,5,0,0,N,Y
R2J6GCJAX7VPGR,5,0,0,N,Y
R2K8IJX9M4ZAFD,2,2,2,N,Y
R1M5NC0HW8GOIJ,5,1,1,N,Y
R21F748369N0ZF,5,0,0,N,Y
R1774LD7JDE3YS,5,0,0,N,Y
R38WWH1ME5YXHH,1,0,0,N,Y
R323F8FF8L2YGX,1,1,1,N,Y
R1BIYXUWHVMHRF,5,1,1,N,Y
R3NN215G4DH6BI,4,0,0,N,Y
R3E4ORW3DO1WH7,5,3,3,N,Y
R30ALGKIZF77M0,4,1,1,N,Y
R2SZM7B0IYKKVF,5,0,0,N,Y
RLDFWH1L0ZO00,5,0,0,N,Y
R1J9VKWIVJK0BH,2,0,0,N,Y
R3RX6FX84OGHPR,1,3,5,N,Y
RA28AD0K8PZ7S,5,0,0,N,Y
R3MRZ6Y9NANSVY,5,0,0,N,Y
R3653RKCDKM1B0,4,0,2,N,Y
R15L0W5NP0VPB5,4,4,4,N,Y
RWREKFAQ6GEV6,5,0,0,N,Y
RA73A2VUJIZMT,5,0,0,N,Y
R116417F3SSG6L,3,6,6,N,Y
R23NXI9J44WWM1,5,0,0,N,Y
RA479SFHE2PQO,4,1,1,N,Y
RZX15XN274ZTM,4,2,3,N,N
R3MJQC4HGTRU30,3,0,0,N,Y
R1TN7V75XDV5BE,5,0,0,N,Y
R3CTKMRQMVGQ89,5,1,2,N,Y
R2KAUDYLD0ZTYU,1,0,0,N,Y
R30220LOC9MHF0,1,0,0,N,Y
R1M51TAXB3R7JE,4,0,0,N,Y
R3GJ8MO0G5SZB9,2,1,1,N,Y
R3FBZVCKMGP4DI,2,0,0,N,Y
RQW6LMZ80CDG1,4,21,21,N,N
R3PIASHG1BDWSO,5,1,1,N,Y
R297W70KE2FYLO,4,0,0,N,Y
R1S4ZHUYSMABBS,5,1,2,N,Y
R199901843LQ9Y,1,0,3,N,Y
R1BNS081HIH77W,4,0,0,N,Y
R1MO2ZJ7PL3Q51,4,1,1,N,Y
RZ80BJGID4M6M,5,0,0,N,Y
R1QKV18YEI6CXP,5,8,9,N,Y
R2L5XJ41AM353O,4,0,0,N,Y
R3DY2SN81I2HQ1,1,0,0,N,Y
R268RWUQDO3NM0,5,2,2,N,Y
R1987HNZQXR7S9,2,0,0,N,Y
R136K1GGSL51HQ,5,0,0,N,Y
R2XBUBLYS3IOCI,5,0,0,N,Y
R29LRRTCV89IL6,5,0,0,N,Y
R3KNBSF7U9SSCS,5,0,1,N,Y
R1BSI9J1JMRYUE,4,0,0,N,Y
R1YHFA7C6YDP4B,1,0,0,N,Y
RBY06CJ6F9TXG,5,31,33,N,Y
R2THB0IV0BGS9N,4,14,17,N,N
R3VUMQX15O2XOG,5,0,0,N,Y
R15D55XR805TA2,5,0,0,N,Y
R2O4U9DA4E2N0F,5,0,0,N,N
R20IT7NUVY1BDT,5,0,0,N,Y
R26EYAYM33HLN,5,1,1,N,Y
R1K8VAU40WLY53,5,0,0,N,Y
R1GCEG5VOZ5OYW,1,8,12,N,Y
RAKB4QLJHZPKP,5,3,3,N,Y
R13J41615XKBGC,5,0,1,N,Y
R3DP18FU80KV2S,1,1,3,N,Y
R1ETSYPFNQSFF9,4,0,0,N,Y
R2II1OJR17YZWW,4,2,2,N,Y
ROPEZ46XIG46N,5,0,0,N,Y
R3GI02Z9D9F6FQ,1,1,1,N,Y
R2NMHWGI18TKQ,5,0,0,N,Y
R3UWB6MADHO6MT,3,0,0,N,Y
RSK2MKEYBIVAN,5,0,0,N,Y
R20WGRGMN3G17K,4,0,0,N,Y
RLGOTY2QQENNP,5,0,0,N,Y
ROZQKDPKDLVYD,5,0,0,N,Y
R1F12STD8F9KL7,4,0,0,N,N
R19P2XTHVBDFH4,5,8,8,N,Y
R1XM3TC5TPVAWL,4,0,0,N,Y
R3E87OVBFWWOCS,1,0,1,N,Y
R30YGZH4948C0R,5,0,0,N,N
R21IDEVLYVADL6,1,0,0,N,Y
R3DBIGN4IQF8HH,5,0,0,N,Y
R1AC2NI84PC2EJ,5,0,0,N,Y
R1C8LQPGDCZJH0,4,3,3,N,Y
R2X0TSKOU1Q9R7,5,0,1,N,Y
R2XCQKAANIN5J7,5,0,0,N,Y
R2KEA4W3ZYHD34,2,1,1,N,Y
R16U6OOH3AZTXN,4,0,0,N,N
RLJ22OGHDHKYG,4,0,0,N,N
RGE6056VVY23H,3,5,5,N,Y
R3PC4CR1KB3QDK,5,0,0,N,Y
R1C7HDRGC8SMCP,5,0,0,N,Y
R10O25AM63F9BP,4,0,0,N,Y
R2K8XP4SVCUL1R,5,0,0,N,Y
R312N0DRG90FPE,5,1,2,N,N
R1CO7OUNVC68ON,4,1,1,N,Y
R29JCGQIAQ2A6E,1,0,0,N,Y
R3AHHX5QWCKRUB,5,0,0,N,Y
R2GVT5OQW4G4BD,5,0,0,N,Y
RAGVT1JXQRQ5Z,2,2,3,N,Y
R16K406RTR1T3L,3,2,2,N,Y
R1OIILASIEP89H,3,0,0,N,Y
RTGVX6YDXQ0KB,4,0,0,N,Y
RE957FYB9MP0Z,4,0,0,N,Y
R2EGBN7PV8N9FG,5,0,0,N,Y
R2SVCSIVTIA6CI,5,0,0,N,Y
RVDVXJW4O33JU,4,0,0,N,Y
R3H9D7KMGCJAMQ,5,14,15,N,Y
R8JW7324B9N2A,5,0,0,N,N
R34A4FCZTC6VN4,3,0,0,N,Y
RHW5X49PD9CT2,5,0,0,N,Y
R1A7WX4XRI9C0O,5,1,1,N,Y
RD6KL0R3SEWDM,5,1,2,N,Y
R3KH5BB7RW4PZC,5,0,0,N,Y
R18ZEZSHQN0RG,4,2,3,N,Y
R2BXGPCZ235B5V,5,1,2,N,Y
R2DC4C8DPBHEHU,2,0,0,N,Y
R1QHN1S6EFS4IJ,4,0,0,N,Y
R35WYTPN72XKI,5,1,1,N,Y
RHS4VTGQZRV2Y,5,8,13,N,Y
RCDC7DPFDY7PC,1,0,0,N,Y
R1U1C02VX90U7P,5,0,0,N,Y
R1JYB8YYXI1K51,1,0,0,N,Y
R45WPYHZB917F,4,4,6,N,Y
R3JDYNAUFEJC7S,5,8,12,N,Y
R1A6J460F0EBSW,1,0,1,N,Y
R3UHA1BNWR9WA8,5,0,0,N,Y
R3B641RXR1N6M2,1,6,7,N,Y
R2LT50JDHMY541,5,0,0,N,Y
RESZ8ZGH6JL71,5,0,0,N,Y
R27RS0KCXRUC26,1,0,1,N,Y
R3MTVP68T7FE0V,4,0,0,N,Y
R2GV6YPGBPE9LA,5,1,1,N,Y
R2YSFPZJAY5WOT,4,0,0,N,Y
R1FYZ7F5Y5806A,3,8,10,N,Y
R3T0HG4CW1SGFA,3,0,0,N,Y
R59OSJ0ROPMN2,1,2,3,N,Y
R19K96E6JH56KZ,5,0,0,N,Y
R19MFPPJID4E96,1,0,0,N,Y
R3HCKCIYIYLH0P,5,0,0,N,Y
R13TQBB2UVRE9V,1,2,2,N,N
R18JN9DATS9UGA,1,0,1,N,Y
RF94GDLT5423D,4,1,1,N,N
R22BKIKK7VAJO,5,0,0,N,N
RA8M1IYV6PSNG,2,2,2,N,N
R38P9Q89BMZCDN,4,0,0,N,Y
R1SJEQVE6QRPST,5,1,1,N,Y
R13VM5XZE6Z8O5,1,0,1,N,Y
R3HTHOQQQ72KOY,4,0,0,N,Y
R3KRS2MQ0QOBKR,5,1,1,N,N
R2QS3WUGZ4HI9R,5,0,0,N,Y
R28Z4QY53TG352,3,0,1,N,Y
R34KL7HV50BDT5,5,0,0,N,Y
R3E6RVEOAATMUO,3,1,1,N,Y
R24U8VSW7Z1NLF,5,2,2,N,Y
RIMTVM94UDIZZ,5,1,1,N,Y
R1WCG9E4SHGCMB,3,0,0,N,Y
R1IVAKSUCFVY7X,5,0,0,N,N
RFUUJBFA90EL7,4,0,0,N,Y
RXX6Q9TNFPAVP,5,0,0,N,Y
R3865VJ5WS0NUT,4,4,4,N,Y
R3DKUDI3CXCFAL,1,5,7,N,Y
R26XGXQKQ0RVJ3,5,0,0,N,Y
RTCFUGHMKR2ZF,5,0,0,N,Y
RVGD88LGG7CQR,5,0,1,N,Y
RHP1OF7S026P0,1,0,0,N,Y
R1M0SOAXGRX47M,3,0,0,N,Y
R2S78LPV1T0S8O,4,0,0,N,Y
R3AVIH5JG3R1LQ,5,0,0,N,Y
R1I4H7LQS95KQU,1,0,0,N,Y
R3H50GB2FS0QPC,3,1,1,N,Y
R3TS3D0C5X8VK9,4,0,0,N,Y
R1R21IAKG3RDL5,1,0,0,N,Y
R2M2JUMU1RCUZL,5,3,3,N,Y
R17U7NG5X4XH4J,4,4,5,N,Y
R3E0VQ4X3PLUAX,4,0,0,N,Y
R1IK34OVHMVUKM,5,0,0,N,Y
R26WP7JYHCWCQ6,1,3,3,N,Y
R1AU8NGL1HKED5,5,0,0,N,Y
R2HFE9EEQLGP73,5,0,0,N,Y
R2JAN6MB6NL5V6,4,0,0,N,Y
R17UXYG8BJR60W,4,0,0,N,Y
R33PWJVY6AXSYY,4,0,0,N,Y
R2T0Z89SE58DYM,5,0,0,N,Y
R249BYYN5F4MRH,3,8,8,N,Y
R3TCKK172MSBW3,5,0,0,N,Y
RQTRFUGZ04Y34,5,0,0,N,Y
R23ISMC0CF3LEC,2,0,0,N,Y
R26066GQVNC9RI,3,0,0,N,Y
R2USRAAXPP3BKA,1,1,3,N,Y
R1WCQFO5D9VXIC,5,1,1,N,Y
R1RPQJBFKU3TYE,5,0,0,N,Y
RM62SIA4TA12O,5,0,0,N,Y
R1E3QWUVJW9G2P,5,1,1,N,Y
R5HLUFKH6L97M,4,3,5,N,Y
R3SYW8SF83DZNX,3,0,1,N,Y
R3KMPTCYQWRF2A,5,0,1,N,N
R2AOZAP0XHQWGT,5,0,0,N,Y
RQOOPKXMDLFR4,5,0,1,N,Y
RIKTPP5I0C2Y0,5,0,0,N,Y
R2YYKHDG0269W1,2,0,0,N,Y
RV0WF9OXGO1F5,5,0,0,N,Y
R18GCTO2UR3C9Q,5,0,0,N,Y
R25P70AYRTOX23,4,0,0,N,Y
R2KJBOZ7M4WPC3,5,2,2,N,Y
R24XSXCG094QPT,5,0,0,N,Y
RJJY5F2LHS85P,3,0,0,N,Y
R3XMNVKFWIDQO,5,0,0,N,Y
R11BENQR233I92,4,0,0,N,Y
R2OFJ3PGSCLEUD,5,0,0,N,Y
R3SL8U1U6NVXVH,1,1,1,N,Y
R3CLN4FPWVRZMB,4,0,0,N,Y
R2F4RP18P1IGTK,5,0,0,N,Y
R3T7I5NUG5VTYZ,5,0,0,N,Y
RKH5KRK27Y47W,5,0,0,N,Y
RQD29FOY6ALMZ,5,0,0,N,Y
R3QC46M9WS03TK,2,1,1,N,Y
R2OLQ2K9YHFDJS,5,0,0,N,Y
R235J0N1JN03RG,5,0,0,N,Y
R2OXOZ7U51G2TV,2,1,1,N,Y
R3IZFMK7N4A45P,4,30,31,N,N
R1ILAVG1L0XN1L,3,0,0,N,Y
RUR2DHRRR6D5F,4,0,0,N,Y
R1TYW9YK6YYSDL,5,31,43,N,Y
RHZX56SQRU5FW,5,1,1,N,Y
R2OO7X034VLDDM,5,0,1,N,Y
R1K3UJT1SNMU83,3,0,0,N,Y
R2P6VOHJGANAAQ,3,0,0,N,Y
R14YVN5U16ASQD,1,2,8,N,Y
R1JWDS57A82H0O,5,0,0,N,Y
R3SHPUP5GEHBZV,5,1,1,N,Y
R1VY3ATEYBOO4H,1,0,0,N,Y
R33VA72FIIUBOO,2,0,0,N,Y
R2AIZ6V2B7HRKG,5,1,1,N,Y
R310Q1Y9F0WHQ9,4,0,0,N,Y
R1OBX8IHKQ1XT8,4,0,0,N,Y
R2S9AP0F1OU8S5,1,6,6,N,Y
R1ZSSPJMU1J5W2,5,1,1,N,Y
R2RDWQ7F6VCLXX,5,0,0,N,Y
R3Q92FT88Y9RNC,5,0,0,N,Y
R1MXJOLLJ9ZSRC,4,0,0,N,Y
R1TD02SGLAUTMF,5,0,0,N,Y
R14KYZI05RYB6L,5,0,0,N,Y
R1TP82SQFGK2MA,2,0,0,N,Y
R35A7BPBDD2NW6,1,1,1,N,Y
R3MNCM8OLP4UWQ,5,0,0,N,Y
R25FX6ASMZ0AW2,1,6,11,N,Y
R3E82ACUQGN5RR,5,0,0,N,Y
R3HMLM6W8NAK6B,5,0,0,N,Y
R3TSCT9O1NGNXF,1,0,0,N,N
R38F9RS9NC67T7,5,0,0,N,Y
R1IG4U0EJG8BQF,5,0,0,N,Y
R3L7VSGOPFQZ0T,5,0,0,N,Y
R3JXLBVWCXTTE9,5,0,0,N,Y
R12BB8QN5Q908R,3,43,49,N,Y
R6D1KS6KTMXTE,1,0,2,N,Y
R1GDYXT6THEGZS,1,1,2,N,Y
R7ZXC4YREJM1Y,5,4,4,N,Y
R2FFVYWUXMYL0V,3,0,0,N,Y
R1XFQVY6UKPTJM,2,2,5,N,N
R3RQN7JO8YM7ZJ,3,1,2,N,Y
R3259J1I9ENKKJ,5,0,0,N,Y
R1JQ5AI8W9N5AG,1,3,4,N,N
R1VAF8N1F6PTSM,5,23,25,N,N
R7AKOLBU4VAZ4,1,1,1,N,Y
RIYM2NLJ29OIN,5,1,2,N,Y
R2HY0N8E7N1PI7,5,3,3,N,Y
R3JO62G9ZNSUM2,5,0,0,N,Y
R2D6HM82VMXZSE,5,0,0,N,Y
R2JSFEIYN4PECF,1,0,0,N,N
R2FKCFS1IULLYA,4,1,2,N,Y
R33FSIBME4G053,5,5,5,N,Y
R3UWWTL6GNS3O5,1,0,0,N,Y
RM5MC38TBMXYE,5,1,1,N,Y
RZ8T7V72ZXKPC,4,2,2,N,Y
R2B04JBN9KI9W6,2,0,0,N,Y
R2HBI9M449Y7X5,5,1,1,N,Y
R11AHRN4T71GPJ,1,1,3,N,Y
R206E84YYB02YD,5,0,0,N,N
R3AV8J7MNZICCC,5,0,0,N,Y
R1SU3YZ9H9CJJS,2,0,0,N,Y
R235OGEZK7IGOF,5,0,0,N,Y
R25M9TOKGXRCFW,5,0,0,N,Y
R37TD9JYBN52UU,1,0,1,N,Y
R22D1KRAPL75D6,5,0,0,N,Y
R1365CNYFQBXD6,1,1,1,N,Y
R1MQVAOZE4YH7V,5,0,0,N,Y
RNEGUBNUQUK5I,4,3,4,N,Y
R2EIY20C1TE4PU,1,0,2,N,Y
R20I60ZPV0PLVQ,4,0,0,N,Y
R2BTL7JGR35L84,5,0,0,N,Y
RT4WGGNIS1O87,5,0,0,N,Y
R17C4T9X9RIO6E,5,4,8,N,Y
RFSO0ZYDWK90B,5,5,5,N,Y
R2OFE3XMTSMMF1,1,11,12,N,Y
R1GRUMT3HVQY2N,1,32,36,N,Y
R7Q9GJI9AS63Y,5,0,0,N,Y
R1G0QGR115RQTF,5,0,0,N,Y
R24HCUMNO2MYBQ,5,0,0,N,Y
RBIQJ56DBC5MU,5,2,2,N,Y
R1J19NZA8S6TRO,4,0,0,N,N
R2N539L3QIYXOJ,1,2,2,N,Y
R3TPDHFCL0BF3A,1,0,0,N,Y
R3D470F9CHLDWA,5,0,0,N,Y
R39ZCK1KSW95AP,5,6,6,N,Y
R1OY4Z2OPTCBJL,5,0,1,N,Y
R1QGTLRE5VBDK9,5,1,2,N,Y
R363BEZVXR1XXR,4,0,0,N,Y
R1DOIMM7J5GD1P,2,0,1,N,Y
R1PJXERK9JPO09,2,1,1,N,Y
R2SNS96WNVWJXQ,5,2,2,N,Y
R97JACNQ240K2,5,11,11,N,N
R2RFOZJJ491MDS,5,2,2,N,Y
R35T012O6IY9TI,5,0,0,N,Y
R247JT2N6S44CW,1,0,1,N,Y
R1CFDNKY6GO7GU,5,1,1,N,Y
R136CZ459EIB2O,1,1,1,N,Y
R1PC17ZJ1YLY4C,5,0,0,N,Y
R39OWSXFMSAV27,5,6,8,N,Y
R3QDFF4OS47MCY,3,0,0,N,N
R1I2H369GBRYU4,5,0,0,N,Y
R1Q6HCCR9MTLF7,5,0,0,N,Y
R325QTUGKOUJX0,4,1,2,N,Y
R1AZ4XGNP5W84E,5,0,0,N,Y
R3E35QHTSXJ4I8,5,0,0,N,Y
R1537I2YIA43PL,5,1,1,N,Y
R34V5438ZRASN4,2,11,11,N,Y
RHWZ5LWCYURXX,1,0,0,N,Y
R76TLHIWXDBSW,5,0,0,N,Y
R2BF9R7Y94W2S8,5,5,8,N,Y
R3CDHQENG5EQFQ,3,7,10,N,Y
R37OC6SHWHSX6S,4,0,0,N,Y
RB8PU8NNVGW4M,1,0,0,N,Y
R20LDFTHMHK1Q7,2,0,0,N,Y
R2XYYRB431J7WP,5,1,1,N,Y
R2Q4ICQDH2KJSS,1,1,3,N,Y
R2ZHVXE38FDU7L,5,1,1,N,Y
R24GHOGF83SUF3,5,0,0,N,Y
R3LHQ7KBFATACO,5,0,0,N,Y
R3H2SGW975JN42,1,0,0,N,Y
R3DAXW6KY2J5UD,5,0,0,N,Y
R1G1LGVDVBHA3V,4,0,0,N,Y
R19P457D3JF3X5,5,0,0,N,Y
R2HJCMIIMNTHZN,5,1,1,N,Y
R2VAK3TXH4P8E8,5,0,0,N,Y
R2NNB14I36EIDO,5,0,0,N,Y
R18PDUAB8UY3CL,4,0,0,N,Y
R21DNMGT19FA3C,5,0,1,N,Y
RH5C6RFXI834W,5,2,2,N,Y
R30841KI6Z1YOA,1,0,0,N,Y
R1V2RCYA7T2RXW,1,0,0,N,Y
R3GCOCI653ZELP,1,5,6,N,Y
R1NCN1PMYH2DB5,4,3,4,N,Y
R38EJ0E4UYJSZM,5,0,0,N,Y
RUE9TLYRMDLXG,5,0,0,N,Y
R252VBBTINXDQM,5,1,1,N,Y
RYZU9T57ZZZ9I,5,0,0,N,Y
R2UDNWV6CL1YA8,1,0,0,N,N
R38EINSUMYBGQE,1,0,0,N,Y
R35IL21DWOIBB1,5,0,0,N,Y
R3DX7DFTAQKUMT,3,0,0,N,Y
RJ7BGBGK5TEK2,5,1,2,N,Y
R1QLUVIP0Z9IQU,2,0,0,N,Y
RGENGSDB67Q4V,3,4,5,N,Y
R1PU6P95Y3IS0U,4,0,0,N,Y
RNQ05JAJ75OCC,1,3,6,N,Y
RO5PQ0I07TYL1,1,0,0,N,Y
R1HYEVW99NSZSK,2,1,1,N,Y
R2EHFCZG86VPVR,1,0,0,N,N
R2ORFRVNR773JG,5,1,1,N,Y
RWKL76APY546W,3,7,13,N,Y
R2224OUJ9CVJH1,4,0,0,N,Y
R2B0JPY272XXLD,5,1,1,N,Y
R21HFWDISMNGTG,4,0,0,N,Y
R13LOJP8YUZKL9,5,0,0,N,Y
R2B1LO4G0PB9YL,5,2,2,N,Y
RUC8R1DOU2VEU,1,2,2,N,Y
R36IUBQOZHDITM,2,3,5,N,N
RGIHEJ6YTN057,5,0,0,N,Y
R2XJP4F2IJBJ61,2,0,1,N,Y
R1DWPHVZK6A4XY,5,0,0,N,Y
R20Z8SA4YOGD0K,5,2,2,N,Y
RJUFPUXIP4MGY,5,0,0,N,Y
R8RMRGDTMNE8R,5,0,2,N,Y
R2254VNN29NZGY,2,0,0,N,Y
R35JAD9PB3XCL4,5,0,0,N,Y
R38UL4CQ461L8T,5,0,0,N,Y
RYHT9VAPIAIH3,3,0,0,N,Y
R2K944KP3R19M7,5,3,4,N,Y
R3JT0NPKYE9T3J,5,0,0,N,Y
R2NV8DX1R8PMD3,5,1,1,N,Y
R1Z28R6LUOQUIF,5,3,4,N,Y
R1IS90UIL6OW1J,3,6,9,N,Y
RVFJPTKAU3PYP,1,0,0,N,Y
R1G4ET5US12D3C,4,1,1,N,Y
R1VBMSU614GOD5,5,0,0,N,Y
R65XWJIJCBWAJ,5,2,2,N,Y
RT3LN9YIYLH5Y,3,0,0,N,Y
R2JU0OECDG71IX,5,0,0,N,Y
R6TAR641IZQGJ,5,0,1,N,Y
R3NE5E6HCA2LOE,5,4,4,N,Y
R3RY0DBHFSG5OC,2,3,3,N,Y
R23AYCQIUR99YZ,5,0,1,N,Y
R1ZPQMQLSH7E3J,1,1,1,N,Y
ROBR605JXUMSH,3,7,7,N,Y
R24OT083Q4GLU,5,9,11,N,Y
R261EPYJUNS0W4,2,0,0,N,Y
R35TN69PI218E6,4,0,0,N,Y
R37NV5IC8JREUS,5,0,0,N,Y
RJGWC3V0DI5NY,4,0,0,N,Y
R3OQYVGKYKHBAJ,2,1,2,N,Y
R3PPAI9CO0F3ZH,5,0,0,N,Y
R1U11OB4WF3HET,1,5,8,N,Y
R15DVWQQBYAPHU,5,0,0,N,Y
R3AUQR1EIKWFU5,2,0,0,N,Y
R3G0N87J802F0P,5,1,2,N,Y
R2L1T2MYQJHP6S,5,1,1,N,Y
R1XISHNYI129O3,5,0,0,N,N
R86YTISMHNTO,5,0,0,N,Y
R1MGQXA0BZG63W,5,0,0,N,N
R28S4S9J1GND25,4,0,0,N,Y
RAK5XM0KHVH9V,4,1,1,N,Y
R19BWERR7NUJJH,2,0,0,N,Y
R2QHXJG31GWI66,4,11,17,N,Y
R31X6O0UMWAACY,5,1,1,N,Y
RKTZ1DKNS2VNZ,5,0,0,N,Y
R297P9J3C6NFNV,5,0,0,N,Y
RU7630S6DX1Q1,2,0,0,N,Y
R3I8OEE78II1P8,5,0,0,N,Y
R11D5C7TRFX5VW,2,0,0,N,N
R3DBMI618FDAMT,4,0,0,N,Y
R1R2JPG9B4S8HP,5,0,0,N,Y
R1HQM11T4A09GL,2,0,0,N,Y
R16VFBSHL90HB6,5,0,0,N,Y
RF45BTQ9J1T8D,1,0,0,N,Y
RCQUDG5V7MWTE,5,0,0,N,Y
RVA23HLYZNV5E,5,0,0,N,Y
